Crop,level,name,value
Corn,Carbon 0N,CO2_flux_ug_g_d_mean,12.59906162528
Corn,Carbon 0N,CO2_flux_ug_g_d_sd,5.10589577039122
Corn,Carbon 0N,cum_CO2_flux_ug_g_mean,2794.22433649365
Corn,Carbon 0N,cum_CO2_flux_ug_g_sd,984.16081334748
Corn,Carbon 112N,CO2_flux_ug_g_d_mean,13.239891733115
Corn,Carbon 112N,CO2_flux_ug_g_d_sd,4.11823813905989
Corn,Carbon 112N,cum_CO2_flux_ug_g_mean,2629.94761266085
Corn,Carbon 112N,cum_CO2_flux_ug_g_sd,820.215455197755
Corn,Carbon 336N,CO2_flux_ug_g_d_mean,13.3167493095257
Corn,Carbon 336N,CO2_flux_ug_g_d_sd,6.28901648043824
Corn,Carbon 336N,cum_CO2_flux_ug_g_mean,2661.54812854792
Corn,Carbon 336N,cum_CO2_flux_ug_g_sd,1194.42316014837
Corn,Control 0N,CO2_flux_ug_g_d_mean,11.8067258647065
Corn,Control 0N,CO2_flux_ug_g_d_sd,5.34662964187698
Corn,Control 0N,cum_CO2_flux_ug_g_mean,2474.50807516403
Corn,Control 0N,cum_CO2_flux_ug_g_sd,762.20401660728
Corn,Control 112N,CO2_flux_ug_g_d_mean,11.4500624468502
Corn,Control 112N,CO2_flux_ug_g_d_sd,3.36504237969475
Corn,Control 112N,cum_CO2_flux_ug_g_mean,2326.38410130007
Corn,Control 112N,cum_CO2_flux_ug_g_sd,743.632643896191
Corn,Control 336N,CO2_flux_ug_g_d_mean,11.3954035319896
Corn,Control 336N,CO2_flux_ug_g_d_sd,5.68592706599731
Corn,Control 336N,cum_CO2_flux_ug_g_mean,2195.8843723165
Corn,Control 336N,cum_CO2_flux_ug_g_sd,1052.65748738293
Corn,Nitrogen 0N,CO2_flux_ug_g_d_mean,11.077223014378
Corn,Nitrogen 0N,CO2_flux_ug_g_d_sd,5.38260716251062
Corn,Nitrogen 0N,cum_CO2_flux_ug_g_mean,2479.20957690563
Corn,Nitrogen 0N,cum_CO2_flux_ug_g_sd,1069.59039105761
Corn,Nitrogen 112N,CO2_flux_ug_g_d_mean,9.51485622871529
Corn,Nitrogen 112N,CO2_flux_ug_g_d_sd,5.33187906158069
Corn,Nitrogen 112N,cum_CO2_flux_ug_g_mean,1904.84532426165
Corn,Nitrogen 112N,cum_CO2_flux_ug_g_sd,872.445464361614
Corn,Nitrogen 336N,CO2_flux_ug_g_d_mean,10.5200301169983
Corn,Nitrogen 336N,CO2_flux_ug_g_d_sd,4.45918775332285
Corn,Nitrogen 336N,cum_CO2_flux_ug_g_mean,2087.80453744529
Corn,Nitrogen 336N,cum_CO2_flux_ug_g_sd,1022.35844705782
Miscanthus,Carbon 0N,CO2_flux_ug_g_d_mean,17.7030758695926
Miscanthus,Carbon 0N,CO2_flux_ug_g_d_sd,8.54172190489953
Miscanthus,Carbon 0N,cum_CO2_flux_ug_g_mean,3509.32430027745
Miscanthus,Carbon 0N,cum_CO2_flux_ug_g_sd,1378.68649630024
Miscanthus,Carbon 112N,CO2_flux_ug_g_d_mean,14.3870862447768
Miscanthus,Carbon 112N,CO2_flux_ug_g_d_sd,5.34979767374922
Miscanthus,Carbon 112N,cum_CO2_flux_ug_g_mean,2871.15995216808
Miscanthus,Carbon 112N,cum_CO2_flux_ug_g_sd,1302.66251194347
Miscanthus,Carbon 336N,CO2_flux_ug_g_d_mean,15.5613519437098
Miscanthus,Carbon 336N,CO2_flux_ug_g_d_sd,6.93982083200011
Miscanthus,Carbon 336N,cum_CO2_flux_ug_g_mean,2681.41937058419
Miscanthus,Carbon 336N,cum_CO2_flux_ug_g_sd,1312.01754626833
Miscanthus,Control 0N,CO2_flux_ug_g_d_mean,16.3627028579708
Miscanthus,Control 0N,CO2_flux_ug_g_d_sd,7.4834760022196
Miscanthus,Control 0N,cum_CO2_flux_ug_g_mean,3221.08758129083
Miscanthus,Control 0N,cum_CO2_flux_ug_g_sd,1244.20417632434
Miscanthus,Control 112N,CO2_flux_ug_g_d_mean,14.2366822756476
Miscanthus,Control 112N,CO2_flux_ug_g_d_sd,6.34505082267736
Miscanthus,Control 112N,cum_CO2_flux_ug_g_mean,2635.28662909428
Miscanthus,Control 112N,cum_CO2_flux_ug_g_sd,1250.12446910767
Miscanthus,Control 336N,CO2_flux_ug_g_d_mean,13.9754318899407
Miscanthus,Control 336N,CO2_flux_ug_g_d_sd,7.55112212625548
Miscanthus,Control 336N,cum_CO2_flux_ug_g_mean,2680.45233551527
Miscanthus,Control 336N,cum_CO2_flux_ug_g_sd,1686.23391520977
Miscanthus,Nitrogen 0N,CO2_flux_ug_g_d_mean,17.3097448241944
Miscanthus,Nitrogen 0N,CO2_flux_ug_g_d_sd,5.99587212746092
Miscanthus,Nitrogen 0N,cum_CO2_flux_ug_g_mean,3218.102237751
Miscanthus,Nitrogen 0N,cum_CO2_flux_ug_g_sd,1209.61802827081
Miscanthus,Nitrogen 112N,CO2_flux_ug_g_d_mean,13.7387442242553
Miscanthus,Nitrogen 112N,CO2_flux_ug_g_d_sd,5.76591937721833
Miscanthus,Nitrogen 112N,cum_CO2_flux_ug_g_mean,2407.963776938
Miscanthus,Nitrogen 112N,cum_CO2_flux_ug_g_sd,1270.78712390261
Miscanthus,Nitrogen 336N,CO2_flux_ug_g_d_mean,14.0104127818494
Miscanthus,Nitrogen 336N,CO2_flux_ug_g_d_sd,8.13221934041009
Miscanthus,Nitrogen 336N,cum_CO2_flux_ug_g_mean,2428.29202123094
Miscanthus,Nitrogen 336N,cum_CO2_flux_ug_g_sd,1533.74681579643
Corn,Carbon 0N,N2ON_flux_ug_g_d_mean,0.0021731555
Corn,Carbon 0N,N2ON_flux_ug_g_d_sd,0.00444603743889189
Corn,Carbon 0N,cum_N2O_flux_ug_g_mean,-1.389012335
Corn,Carbon 0N,cum_N2O_flux_ug_g_sd,3.77260950072607
Corn,Carbon 112N,N2ON_flux_ug_g_d_mean,0.022632235
Corn,Carbon 112N,N2ON_flux_ug_g_d_sd,0.0443552841046357
Corn,Carbon 112N,cum_N2O_flux_ug_g_mean,2.704893943
Corn,Carbon 112N,cum_N2O_flux_ug_g_sd,4.79043792546569
Corn,Carbon 336N,N2ON_flux_ug_g_d_mean,0.00803338225
Corn,Carbon 336N,N2ON_flux_ug_g_d_sd,0.0163520599745413
Corn,Carbon 336N,cum_N2O_flux_ug_g_mean,1.749877257
Corn,Carbon 336N,cum_N2O_flux_ug_g_sd,2.87120609779153
Corn,Control 0N,N2ON_flux_ug_g_d_mean,-6.463175e-05
Corn,Control 0N,N2ON_flux_ug_g_d_sd,0.000367825079580295
Corn,Control 0N,cum_N2O_flux_ug_g_mean,-0.03094629625
Corn,Control 0N,cum_N2O_flux_ug_g_sd,0.550746834155348
Corn,Control 112N,N2ON_flux_ug_g_d_mean,0.0406166365
Corn,Control 112N,N2ON_flux_ug_g_d_sd,0.0668658776731468
Corn,Control 112N,cum_N2O_flux_ug_g_mean,4.30710134625
Corn,Control 112N,cum_N2O_flux_ug_g_sd,6.01010687669742
Corn,Control 336N,N2ON_flux_ug_g_d_mean,0.071167906
Corn,Control 336N,N2ON_flux_ug_g_d_sd,0.127958251494347
Corn,Control 336N,cum_N2O_flux_ug_g_mean,9.78029762825
Corn,Control 336N,cum_N2O_flux_ug_g_sd,17.4232605546717
Corn,Nitrogen 0N,N2ON_flux_ug_g_d_mean,0.00706614
Corn,Nitrogen 0N,N2ON_flux_ug_g_d_sd,0.013706729372556
Corn,Nitrogen 0N,cum_N2O_flux_ug_g_mean,2.7110776875
Corn,Nitrogen 0N,cum_N2O_flux_ug_g_sd,3.4478167648625
Corn,Nitrogen 112N,N2ON_flux_ug_g_d_mean,0.01717569125
Corn,Nitrogen 112N,N2ON_flux_ug_g_d_sd,0.0349242963514288
Corn,Nitrogen 112N,cum_N2O_flux_ug_g_mean,2.85096851425
Corn,Nitrogen 112N,cum_N2O_flux_ug_g_sd,3.18163895797232
Corn,Nitrogen 336N,N2ON_flux_ug_g_d_mean,0.0294166305
Corn,Nitrogen 336N,N2ON_flux_ug_g_d_sd,0.059239656723061
Corn,Nitrogen 336N,cum_N2O_flux_ug_g_mean,2.8601406305
Corn,Nitrogen 336N,cum_N2O_flux_ug_g_sd,5.26753214645316
Miscanthus,Carbon 0N,N2ON_flux_ug_g_d_mean,0.0103389015
Miscanthus,Carbon 0N,N2ON_flux_ug_g_d_sd,0.0282442336522631
Miscanthus,Carbon 0N,cum_N2O_flux_ug_g_mean,1.4009636895
Miscanthus,Carbon 0N,cum_N2O_flux_ug_g_sd,2.37560629092682
Miscanthus,Carbon 112N,N2ON_flux_ug_g_d_mean,-0.0049000675
Miscanthus,Carbon 112N,N2ON_flux_ug_g_d_sd,0.0106562673981752
Miscanthus,Carbon 112N,cum_N2O_flux_ug_g_mean,0.27504842675
Miscanthus,Carbon 112N,cum_N2O_flux_ug_g_sd,0.364475713455574
Miscanthus,Carbon 336N,N2ON_flux_ug_g_d_mean,0.07911247275
Miscanthus,Carbon 336N,N2ON_flux_ug_g_d_sd,0.14225009528532
Miscanthus,Carbon 336N,cum_N2O_flux_ug_g_mean,20.435949806
Miscanthus,Carbon 336N,cum_N2O_flux_ug_g_sd,32.2173766338383
Miscanthus,Control 0N,N2ON_flux_ug_g_d_mean,0.01715502175
Miscanthus,Control 0N,N2ON_flux_ug_g_d_sd,0.0296322342503391
Miscanthus,Control 0N,cum_N2O_flux_ug_g_mean,2.1397900025
Miscanthus,Control 0N,cum_N2O_flux_ug_g_sd,3.43776684482924
Miscanthus,Control 112N,N2ON_flux_ug_g_d_mean,-0.0010594705
Miscanthus,Control 112N,N2ON_flux_ug_g_d_sd,0.00625809447322306
Miscanthus,Control 112N,cum_N2O_flux_ug_g_mean,6.381366545
Miscanthus,Control 112N,cum_N2O_flux_ug_g_sd,12.9007147730765
Miscanthus,Control 336N,N2ON_flux_ug_g_d_mean,0.1565757845
Miscanthus,Control 336N,N2ON_flux_ug_g_d_sd,0.20827649179311
Miscanthus,Control 336N,cum_N2O_flux_ug_g_mean,23.5335558495
Miscanthus,Control 336N,cum_N2O_flux_ug_g_sd,29.5913946640228
Miscanthus,Nitrogen 0N,N2ON_flux_ug_g_d_mean,0.00385585825
Miscanthus,Nitrogen 0N,N2ON_flux_ug_g_d_sd,0.0088820108602157
Miscanthus,Nitrogen 0N,cum_N2O_flux_ug_g_mean,3.27344118875
Miscanthus,Nitrogen 0N,cum_N2O_flux_ug_g_sd,6.19366427156284
Miscanthus,Nitrogen 112N,N2ON_flux_ug_g_d_mean,-0.00308714175
Miscanthus,Nitrogen 112N,N2ON_flux_ug_g_d_sd,0.00715622353109061
Miscanthus,Nitrogen 112N,cum_N2O_flux_ug_g_mean,12.2007749505
Miscanthus,Nitrogen 112N,cum_N2O_flux_ug_g_sd,24.2837724734308
Miscanthus,Nitrogen 336N,N2ON_flux_ug_g_d_mean,0.1350636735
Miscanthus,Nitrogen 336N,N2ON_flux_ug_g_d_sd,0.173724099748241
Miscanthus,Nitrogen 336N,cum_N2O_flux_ug_g_mean,21.994630419
Miscanthus,Nitrogen 336N,cum_N2O_flux_ug_g_sd,34.1200100250212
Corn,Carbon 0N,net_min_rate_rel_mean,-0.779859644796974
Corn,Carbon 0N,net_min_rate_rel_sd,1.17781998873865
Corn,Carbon 0N,net_min_rate_abs_mean,5.73097971246353
Corn,Carbon 0N,net_min_rate_abs_sd,1.17630882153592
Corn,Carbon 0N,net_nitr_rate_rel_mean,-0.769565935026439
Corn,Carbon 0N,net_nitr_rate_rel_sd,1.15900814050765
Corn,Carbon 0N,net_nitr_rate_abs_mean,5.78170769331562
Corn,Carbon 0N,net_nitr_rate_abs_sd,1.16212115272851
Corn,Carbon 0N,no3n_mg_kg_1_mean,183.633748829966
Corn,Carbon 0N,no3n_mg_kg_1_sd,37.281189588789
Corn,Carbon 0N,nh4n_mg_kg_1_mean,3.18412118562274
Corn,Carbon 0N,nh4n_mg_kg_1_sd,1.65351926611138
Corn,Carbon 0N,cum_no3_mean,572.605175605013
Corn,Carbon 0N,cum_no3_sd,109.137724620022
Corn,Carbon 0N,cum_nh4_mean,18.6569715770549
Corn,Carbon 0N,cum_nh4_sd,4.78544976649632
Corn,Carbon 112N,net_min_rate_rel_mean,-0.573458014748122
Corn,Carbon 112N,net_min_rate_rel_sd,0.377194403417778
Corn,Carbon 112N,net_min_rate_abs_mean,4.33392654268468
Corn,Carbon 112N,net_min_rate_abs_sd,3.05526602845784
Corn,Carbon 112N,net_nitr_rate_rel_mean,-0.585746475919743
Corn,Carbon 112N,net_nitr_rate_rel_sd,0.519295939821905
Corn,Carbon 112N,net_nitr_rate_abs_mean,4.32620240413913
Corn,Carbon 112N,net_nitr_rate_abs_sd,3.05622910383837
Corn,Carbon 112N,no3n_mg_kg_1_mean,150.243266875682
Corn,Carbon 112N,no3n_mg_kg_1_sd,98.3233279232571
Corn,Carbon 112N,nh4n_mg_kg_1_mean,4.65792203914122
Corn,Carbon 112N,nh4n_mg_kg_1_sd,1.33299098136786
Corn,Carbon 112N,cum_no3_mean,486.942369505633
Corn,Carbon 112N,cum_no3_sd,329.271704675396
Corn,Carbon 112N,cum_nh4_mean,24.4427418724062
Corn,Carbon 112N,cum_nh4_sd,15.325193034202
Corn,Carbon 336N,net_min_rate_rel_mean,-1.44370742345039
Corn,Carbon 336N,net_min_rate_rel_sd,0.381621974494998
Corn,Carbon 336N,net_min_rate_abs_mean,4.77912903463766
Corn,Carbon 336N,net_min_rate_abs_sd,1.4951533507757
Corn,Carbon 336N,net_nitr_rate_rel_mean,-1.53959213580291
Corn,Carbon 336N,net_nitr_rate_rel_sd,0.388687886859116
Corn,Carbon 336N,net_nitr_rate_abs_mean,4.92699899025847
Corn,Carbon 336N,net_nitr_rate_abs_sd,1.33713355973967
Corn,Carbon 336N,no3n_mg_kg_1_mean,195.372958002308
Corn,Carbon 336N,no3n_mg_kg_1_sd,10.7616832355091
Corn,Carbon 336N,nh4n_mg_kg_1_mean,3.44129718425518
Corn,Carbon 336N,nh4n_mg_kg_1_sd,1.25286091606733
Corn,Carbon 336N,cum_no3_mean,839.719302320057
Corn,Carbon 336N,cum_no3_sd,356.703143636991
Corn,Carbon 336N,cum_nh4_mean,19.8987159939364
Corn,Carbon 336N,cum_nh4_sd,12.051769756809
Corn,Control 0N,net_min_rate_rel_mean,-0.845355824205102
Corn,Control 0N,net_min_rate_rel_sd,0.67762944538674
Corn,Control 0N,net_min_rate_abs_mean,6.45626974354213
Corn,Control 0N,net_min_rate_abs_sd,1.9197489884586
Corn,Control 0N,net_nitr_rate_rel_mean,-0.921830394496457
Corn,Control 0N,net_nitr_rate_rel_sd,0.7516864281471
Corn,Control 0N,net_nitr_rate_abs_mean,6.51651678596672
Corn,Control 0N,net_nitr_rate_abs_sd,2.01535201762664
Corn,Control 0N,no3n_mg_kg_1_mean,207.712654229924
Corn,Control 0N,no3n_mg_kg_1_sd,63.763725580104
Corn,Control 0N,nh4n_mg_kg_1_mean,3.58602027853136
Corn,Control 0N,nh4n_mg_kg_1_sd,2.90905819329495
Corn,Control 0N,cum_no3_mean,688.439725448633
Corn,Control 0N,cum_no3_sd,167.833383244447
Corn,Control 0N,cum_nh4_mean,30.2416807140537
Corn,Control 0N,cum_nh4_sd,26.2595802225404
Corn,Control 112N,net_min_rate_rel_mean,-0.716393890397913
Corn,Control 112N,net_min_rate_rel_sd,0.355186843129889
Corn,Control 112N,net_min_rate_abs_mean,4.51984340341906
Corn,Control 112N,net_min_rate_abs_sd,3.1933621289455
Corn,Control 112N,net_nitr_rate_rel_mean,-0.659705291087021
Corn,Control 112N,net_nitr_rate_rel_sd,0.527081019733544
Corn,Control 112N,net_nitr_rate_abs_mean,4.52770805008948
Corn,Control 112N,net_nitr_rate_abs_sd,3.18630994396595
Corn,Control 112N,no3n_mg_kg_1_mean,155.180974559649
